split_type,target,representation,repeat,fold,cv_cycle,auc
chemical,is_active_and_toxic,MLP_CLOOME_arch,2,1,2_1,0.7219816456043278
chemical,is_active_and_toxic,Morphology,2,2,2_2,0.9806587727626564
chemical,is_active_and_toxic,PhysChem,2,2,2_2,0.7405853045595058
chemical,is_active_and_toxic,LogP,2,2,2_2,0.6176302595404047
chemical,is_active_and_toxic,MorganFP,2,2,2_2,0.7201724551046397
chemical,is_active_and_toxic,CLOOME,2,2,2_2,0.615861752437691
chemical,is_active_and_toxic,CellCLIP,2,2,2_2,0.6889635145046549
chemical,is_active_and_toxic,CellCount,2,2,2_2,0.9834235327732757
chemical,is_active_and_toxic,MLP_CLOOME_arch,2,2,2_2,0.7207335064952596
chemical,is_active_and_toxic,Morphology,2,3,2_3,0.9811843284689344
chemical,is_active_and_toxic,PhysChem,2,3,2_3,0.7416876349603994
chemical,is_active_and_toxic,LogP,2,3,2_3,0.6181434599156119
chemical,is_active_and_toxic,MorganFP,2,3,2_3,0.7137107503583616
chemical,is_active_and_toxic,CLOOME,2,3,2_3,0.6307943304676665
chemical,is_active_and_toxic,CellCLIP,2,3,2_3,0.6986175640728519
chemical,is_active_and_toxic,CellCount,2,3,2_3,0.983756009991208
chemical,is_active_and_toxic,MLP_CLOOME_arch,2,3,2_3,0.7137069184333373
chemical,is_active_and_toxic,Morphology,2,4,2_4,0.9757798112421532
chemical,is_active_and_toxic,PhysChem,2,4,2_4,0.7397141338543087
chemical,is_active_and_toxic,LogP,2,4,2_4,0.6370238317555629
chemical,is_active_and_toxic,MorganFP,2,4,2_4,0.7057940327237728
chemical,is_active_and_toxic,CLOOME,2,4,2_4,0.6171128955798486
chemical,is_active_and_toxic,CellCLIP,2,4,2_4,0.6809909068708431
chemical,is_active_and_toxic,CellCount,2,4,2_4,0.9781724677861894
chemical,is_active_and_toxic,MLP_CLOOME_arch,2,4,2_4,0.6983451366842399
chemical,is_active_not_toxic,Morphology,2,0,2_0,0.8650949742393312
chemical,is_active_not_toxic,PhysChem,2,0,2_0,0.7166222740675934
chemical,is_active_not_toxic,LogP,2,0,2_0,0.6597595670911507
chemical,is_active_not_toxic,MorganFP,2,0,2_0,0.6629555749975697
chemical,is_active_not_toxic,CLOOME,2,0,2_0,0.6348906386701663
chemical,is_active_not_toxic,CellCLIP,2,0,2_0,0.6591729367162438
chemical,is_active_not_toxic,CellCount,2,0,2_0,0.5010818832831081
chemical,is_active_not_toxic,MLP_CLOOME_arch,2,0,2_0,0.673546417808885
chemical,is_active_not_toxic,Morphology,2,1,2_1,0.8635331805181262
chemical,is_active_not_toxic,PhysChem,2,1,2_1,0.7163649082592489
chemical,is_active_not_toxic,LogP,2,1,2_1,0.6857262336214106
chemical,is_active_not_toxic,MorganFP,2,1,2_1,0.6644939545064997
chemical,is_active_not_toxic,CLOOME,2,1,2_1,0.6242514119918636
chemical,is_active_not_toxic,CellCLIP,2,1,2_1,0.6816588193992711
chemical,is_active_not_toxic,CellCount,2,1,2_1,0.4837788722650725
chemical,is_active_not_toxic,MLP_CLOOME_arch,2,1,2_1,0.6442541998368594
chemical,is_active_not_toxic,Morphology,2,2,2_2,0.8628313842476935
chemical,is_active_not_toxic,PhysChem,2,2,2_2,0.696833204885631
chemical,is_active_not_toxic,LogP,2,2,2_2,0.664178894454956
chemical,is_active_not_toxic,MorganFP,2,2,2_2,0.6570691247082867
